"Word","Word_Spanish","participant_id","age","sex","task_type","rationale"
"treasure","tesoro","DVLW0642",31,"male","action","Un tesoro se experimenta principalmente con las manos y brazos, ya que es algo que se sostiene, se guarda o se desentierra. La cabeza está involucrada al pensarlo o imaginarlo. La boca podría usarse para mencionarlo o expresar alegría, pero es menos central. El torso y las piernas tienen poca relación directa, a menos que se corra hacia él, pero no es la acción primaria de experimentarlo."
"song","cancion","DVLW0642",31,"male","action","Una canción se experimenta principalmente con la boca/garganta al cantarla o tararearla. La cabeza está muy involucrada al procesar la letra, la melodía y los recuerdos que evoca. Las manos/brazos pueden marcar el ritmo o tocar un instrumento. El torso participa en la respiración para cantar. Los pies/piernas tienen una conexión menor, aunque se puede seguir el ritmo con el pie."
"stone","piedra","DVLW0642",31,"male","action","La piedra se experimenta principalmente con la mano/brazo al recogerla, lanzarla o examinarla. Con el pie/pierna se puede patear o pisar, pero es menos común. La cabeza interviene al observarla o pensar en su uso, pero no es una acción física directa. El torso y la boca/garganta tienen poca o ninguna relación directa con la experiencia de interactuar con una piedra en la vida cotidiana en México."
"mask","mascara","DVLW0642",31,"male","action","Una máscara se experimenta principalmente con las manos al manipularla, colocarla o ajustarla, y con la cabeza al llevarla puesta y sentir su presencia, peso y ajuste sobre el rostro. No tiene una relación directa con el pie/pierna, el torso o la boca/garganta en su uso cotidiano."
"gold","oro","DVLW0642",31,"male","action","El oro se experimenta principalmente con las manos al manipularlo, pesarlo o trabajar la joyería. La cabeza interviene al admirarlo o pensarlo como concepto de valor. La boca/garganta se asocia con expresiones como 'palabra de oro' o la sensación metálica. El torso tiene poca relación, quizá al llevar un colgante. Los pies/piernas no tienen una conexión directa en acciones cotidianas con el oro."
"engine","motor","DVLW0642",31,"male","action","Para mí, 'motor' se experimenta principalmente con la mano/brazo porque lo asocio directamente con arrancar, ajustar o reparar el motor de un auto o una máquina, una acción muy común en el contexto mexicano. La cabeza tiene una calificación alta por el proceso mental de entender su funcionamiento. El torso interviene al hacer fuerza o sostener postura, y las piernas menos, quizá al patear un motor que no arranca. La boca casi no participa, salvo por expresiones de frustración o soplar polvo."
"abyss","abismo","DVLW0642",31,"male","action","La experiencia más intensa de un 'abismo' es la sensación de vértigo o peligro de caer, que se siente fuertemente en las piernas y pies (como un vacío bajo ellos). La cabeza lo experimenta al imaginar la profundidad o sentir mareo. Las manos/brazos pueden sentir un impulso de agarrarse. El torso puede sentir un hundimiento o vacío interno. La boca/garganta tiene poca acción directa, aunque podría relacionarse con un grito ahogado o sequedad por el miedo."
"fire","fuego","DVLW0642",31,"male","action","El 'fuego' se experimenta principalmente con la mano/brazo al manipular un encendedor, cocinar o avivar las llamas. La cabeza está involucrada al observar y pensar en el fuego, y la boca al soplar para avivarlo o apagarlo. El pie/pierna se usa para patear leña o alejarse, y el torso solo siente el calor, pero no es una acción directa de interacción."
"art","arte","DZEC1904",22,"female","perceptual","El arte lo experimento principalmente por la vista, como en un mural o una pintura, y genera una sensación interna fuerte, como emoción o conexión. El tacto está presente al sentir texturas en una escultura, el oído en algunos sonidos de instalaciones, pero casi no tiene relación con el gusto y muy poco con el olfato, a menos que sea una pieza específica."
"power","poder","DZEC1904",22,"female","perceptual","El poder lo siento más como una sensación interna de fuerza y seguridad, y lo visualizo en posturas o símbolos de autoridad. Se puede tocar en un apretón de manos firme o en objetos de peso, como un cetro. A veces suena en una voz de mando o un discurso contundente. No tiene sabor u olor específico, aunque podría asociarse vagamente con el olor de un lugar formal."
"emptiness","vacio","DZEC1904",22,"female","perceptual","El 'vacío' lo veo mucho en espacios desocupados o en la oscuridad, y lo siento dentro como una sensación de soledad o falta. A veces lo asocio con el silencio absoluto o con tocar algo hueco, pero no tiene olor ni sabor."
"journey","viaje","DZEC1904",22,"female","perceptual","Un viaje se experimenta mucho visualmente (paisajes nuevos) y en el cuerpo (la sensación de movimiento, cansancio o emoción). El tacto y el oído están presentes (texturas de asientos, sonidos del transporte), el olfato puede aparecer (olor a gasolina, comida callejera) y el gusto es menos común, aunque a veces se asocia con sabores de la comida del lugar visitado."
"ocean","oceano","DZEC1904",22,"female","perceptual","Le pongo 5 a visual porque lo primero que imagino es el azul intenso y la inmensidad del mar; 2 a gustativo porque a veces recuerdo el sabor salado si entra agua a la boca; 4 a táctil por la sensación de la arena, el agua fría o caliente y la brisa; 4 a olfativo por el olor característico a sal, arena mojada y aire marino; 3 a interoceptivo porque en la playa a veces siento tranquilidad o la vibración de las olas en el cuerpo; y 5 a auditivo por el sonido relajante y constante de las olas rompiendo."
"war","guerra","DZEC1904",22,"female","perceptual","La guerra se experimenta visualmente con destrucción y caos, y auditivamente con explosiones y gritos. El olfato evoca humo, polvo y quemado, mientras que las sensaciones internas son de angustia y tensión. El tacto puede relacionarse con vibraciones o escombros, y el gusto es menos directo, quizá un sabor metálico o a tierra."
"freshness","frescura","DZEC1904",22,"female","perceptual","La frescura la asocio mucho con el tacto, como tocar una superficie fría o la brisa en la piel. Visualmente, la relaciono con colores claros, agua y vegetación. Se siente dentro del cuerpo como una sensación de alivio o liviandad. El olfato y gusto están presentes con cosas como menta, limón o aire limpio, pero son menos centrales. El sonido es el menos relevante, tal vez un viento suave."
"sponge","esponja","DZEC1904",22,"female","perceptual","Le puse 5 al tacto porque lo primero que pienso es en lo suave y húmedo de una esponja de baño o para lavar trastes, y 5 a la vista porque la reconozco fácilmente por su forma y color. El olfato tiene un 3 porque a veces huelen a humedad o a jabón. El oído un 2 por el sonido al exprimirla. El gusto 0 porque no se come. Y las sensaciones internas un 1, solo si pienso en la sensación de frescura al usarla en la piel."
"death","muerte","DZEC1904",22,"female","perceptual","La calificación se basa en la experiencia cultural mexicana. La muerte se visualiza fuertemente en altares, ofrendas y cementerios (visual 5). Se siente en el cuerpo como un vacío o frío (interoceptive 5) y al tocar algo inerte o frío (haptic 4). Tiene olores asociados como el cempasúchil, la tierra mojada o el incienso (olfactory 3). En lo auditivo, puede ser el silencio o el llanto (auditory 2). El gusto es muy bajo, aunque quizá se asocie remotamente con lo amargo o la sal de las lágrimas (gustatory 1)."
"bright","brillante","DZEC1904",22,"female","perceptual","Lo asocio inmediatamente con la vista, como un destello o una superficie que refleja mucha luz. Puede tener un sonido metálico o cristalino, y a veces una sensación lisa o pulida al tacto, pero principalmente es visual."
"flower","flor","DZEC1904",22,"female","perceptual","Le pongo 5 a visual porque al pensar en 'flor' lo primero que viene a la mente son sus colores y formas. El olfato es 4 por el aroma fuerte de las flores como el jazmín o la gardenia, aunque no todas huelen. El tacto es 3 por la textura de los pétalos, que a veces son suaves y a veces delicados. La interocepción es 1 por una sensación leve de calma. El oído es 1 porque solo pienso en el viento moviendo las flores o abejas. El gusto es 0 porque en mi experiencia no como flores normalmente."
"miracle","milagro","DZEC1904",22,"female","perceptual","Un milagro lo siento principalmente como una sacudida interna de asombro y esperanza, a veces lo visualizo como una luz o un suceso inesperado, y puede venir acompañado de susurros de agradecimiento o una sensación de ligereza al tocarlo con el alma, pero no tiene un sabor u olor específico."
"treasure","tesoro","DZEC1904",22,"female","perceptual","Le pongo 5 en visual porque un tesoro lo imagino como un cofre lleno de monedas y joyas brillantes, como en las películas. El olfato es bajo (1) porque tal vez huele a metal viejo o polvo, pero no es lo principal. En audición le pongo 2 por el sonido de las monedas al chocar. La sensación corporal (interoceptive) es alta (4) por la emoción y excitación de encontrar algo valioso. El gusto es 0 porque no se prueba. El tacto es 3 porque puedo imaginar el peso de las monedas y la textura fría y dura de las joyas."
"song","cancion","DZEC1904",22,"female","perceptual","Una canción se experimenta principalmente a través del oído, por eso el 5 en 'auditory'. Puede generar emociones y sensaciones corporales, como escalofríos o un nudo en la garganta, de ahí el 3 en 'interoceptive'. A veces la asociamos con imágenes de un video musical o recuerdos visuales, pero es menos directo, por eso el 2 en 'visual'. Rara vez tiene una cualidad táctil, olfativa o gustativa clara, a menos que sea una metáfora muy personal."
"stone","piedra","DZEC1904",22,"female","perceptual","Le pongo 5 en visual porque al pensar en 'piedra' lo primero que viene a la mente es su imagen: gris, sólida, con textura. En táctil le pongo 4 porque recuerdo la sensación áspera y fría al agarrar una piedra, como las de un río o un camino. En auditivo le pongo 2 porque a veces se puede escuchar el sonido de piedras chocando o siendo arrastradas. En interoceptivo le pongo 1 por la sensación de peso o dureza que evoca, pero no es algo que se sienta mucho dentro del cuerpo. En olfato y gusto le pongo 0 porque una piedra no tiene olor ni sabor distintivo, a menos que esté mojada o tenga tierra, pero en sí misma no."
"mask","mascara","DZEC1904",22,"female","perceptual","Le doy 5 en visual porque lo primero que pienso es en cómo se ve una máscara, ya sea de luchador, de fiesta o de protección. El tacto es 4 porque al usarla sientes su material en la cara. La interocepción es 3 porque puedes sentirla ajustada, que te cubre la nariz y boca, a veces sofocante. El gusto es 0, no tiene sabor. El oído es 1, quizá el sonido de ajustarla o de hablar a través de ella. El olfato es 2, porque a veces huele a plástico nuevo o, si es de tela, a tu propio aliento."
"gold","oro","DZEC1904",22,"female","perceptual","El oro lo asocio principalmente con su brillo y color característico, por eso la vista es máxima. Lo táctil viene de imaginar una moneda o joya fría y lisa. El sonido es muy tenue, como el leve tintineo de una cadena. No tiene sabor ni olor, y la sensación interna es leve, quizá de valor o peso simbólico."
"engine","motor","DZEC1904",22,"female","perceptual","Un motor lo asocio primero con la vista de un carro o máquina, y mucho con el sonido que hace al encender o acelerar. Se puede sentir la vibración al tacto, y a veces huele a gasolina o humo. No tiene sabor y la sensación corporal es baja, quizá solo la vibración."
"abyss","abismo","DZEC1904",22,"female","perceptual","Le pongo 5 en visual porque un abismo lo primero que evoco es una imagen de un vacío enorme y profundo, como el Cañón del Sumidero. En auditivo le pongo 2 porque a veces lo asocio con un silencio profundo o un viento lejano. En táctil le doy 3 por la sensación de vértigo o de vacío al borde. En olfato pongo 1, quizá a tierra húmeda o aire frío de altura, pero es muy tenue. En gusto 0, no tiene sabor. En interocepción 4, porque la idea de un abismo provoca una sensación física de hundimiento en el estómago o vértigo."
"fire","fuego","DZEC1904",22,"female","perceptual","El fuego se ve intensamente con llamas y colores (vista 5), se siente su calor al acercarse (tacto 4) y dentro del cuerpo como sofoco (interoceptivo 4), huele a humo, leña o carbón (olfato 4), suena con crepitaciones (auditivo 3), pero no tiene un sabor específico asociado (gusto 0)."
"art","arte","DZEC1904",22,"female","action","El 'ARTE' lo experimento sobre todo con las manos y brazos al pintar, esculpir o crear manualmente, y con la cabeza al imaginar y concebir ideas. El torso se involucra al sentir emoción frente a una obra. Los pies tienen un papel menor, quizá al visitar museos o bailar. La boca casi no participa, excepto tal vez al cantar, pero no es lo primero que asocio con el arte."
"power","poder","DZEC1904",22,"female","action","El 'PODER' lo siento mucho en la cabeza, porque es donde está la convicción y la idea de que puedo lograr algo; y en la mano/brazo, porque es con lo que actúo y tomo el control físicamente. El pie/pierna también está presente, ya que el poder implica avanzar y mantenerse firme. La boca/garganta tiene un peso, porque el poder se ejerce al hablar y hacerse escuchar. El torso lo asocio menos directamente, aunque podría relacionarse con la fuerza interna o el coraje."
"emptiness","vacio","DZEC1904",22,"female","action","El 'VACIO' lo siento principalmente en la cabeza como una sensación de ausencia de pensamientos o propósito. En el torso, es un hueco en el pecho o el estómago. Las piernas pueden sentirse inestables o sin rumbo. La garganta puede apretarse con la emoción, y las manos a veces buscan algo que hacer para llenarlo, pero la acción no es lo central."
"journey","viaje","DZEC1904",22,"female","action","Experimentar 'VIAJE' se siente mucho con los pies y piernas porque es la acción física de moverse y caminar hacia nuevos lugares. La cabeza está muy involucrada al planear, observar y recordar los paisajes. El torso siente la emoción de la aventura y el cansancio del camino. Las manos y brazos ayudan cargando la mochila, pero son menos centrales. La boca y garganta tienen que ver más con saborear comida nueva o platicar la experiencia, pero no son la esencia principal de vivirlo."
"ocean","oceano","DZEC1904",22,"female","action","Le puse 5 a la cabeza porque el océano lo experimento sobre todo al verlo, imaginarlo y sentir su inmensidad, lo cual es muy mental. Un 4 al pie/pierna por la sensación de caminar por la orilla, sentir la arena y el agua fría. Un 3 al torso y mano/brazo por la sensación de flotar o nadar, y tocar el agua. Un 2 a la boca/garganta por el sabor salado si entra agua o por el aire marino, pero es menos central."
"war","guerra","DZEC1904",22,"female","action","La 'guerra' la experimento sobre todo en la cabeza, por las imágenes, noticias y pensamientos angustiantes que genera. Con la mano/brazo, al imaginar sostener un arma o hacer gestos de defensa. Con el pie/pierna, al pensar en huir o en marchas militares. El torso lo asocio con un nudo de tensión. La boca/garganta casi no, quizá solo para gritar de susto, pero no es lo principal."
"freshness","frescura","DZEC1904",22,"female","action","La 'frescura' la experimento mucho al beber algo frío con la boca/garganta (como un agua fresca) y al aplicar algo fresco en la piel con la mano, como agua o gel. En la cabeza la siento con el viento en el cabello o una sombra. El torso la percibe al usar ropa ligera o sentir una brisa. Con los pies/piernas es menos común, quizá al caminar descalza sobre piso frío."
"sponge","esponja","DZEC1904",22,"female","action","Una esponja se experimenta casi exclusivamente con las manos y los brazos, ya que la acción principal es agarrarla, apretarla, frotarla o pasarla sobre superficies para limpiar. No se relaciona con acciones del torso, pies, cabeza o boca en su uso cotidiano típico en el hogar."
"death","muerte","DZEC1904",22,"female","action","La 'muerte' la experimento sobre todo en la cabeza, con pensamientos y recuerdos (5). En el torso, como un vacío o un nudo en el pecho (4). En la boca/garganta, al contener el llanto o quedarme sin palabras (3). En los pies/piernas, como una pesadez o inmovilidad (2). En la mano/brazo, con poca acción directa, quizás al dar un último adiós (1)."
"bright","brillante","DZEC1904",22,"female","action","Lo asocio mucho con la acción de pulir o limpiar con la mano para que algo brille (mano/brazo). También con la idea de una idea brillante que 'se prende' en la cabeza. La boca puede expresar admiración ('¡qué brillante!'), pero es menos directo. El torso y las piernas no los relaciono con experimentar lo brillante, a menos que sea por llevar algo brillante puesto, pero no es una acción propia."
"flower","flor","DZEC1904",22,"female","action","Califico así porque, en mi experiencia, una flor se experimenta mucho al tocarla o arreglarla con las manos, y al olerla e inclinarse hacia ella con la cabeza. La boca y garganta entran si se prueba un té de flor o es comestible, como la de calabaza. El torso y las piernas casi no participan, a menos que sea llevar un ramo cerca del pecho o caminar hacia un jardín, pero eso es más indirecto."
"miracle","milagro","DZEC1904",22,"female","action","Un milagro lo experimento mucho con la cabeza (pensar, creer, asombrarme) y profundamente en el torso (sentirlo en el corazón/estómago como una emoción fuerte). Con la boca lo expreso al contarlo o rezar. Con las manos podría hacer una señal de la cruz o agradecer, pero es menos central. Con los pies/piernas casi no, a menos que me lleve a arrodillarme, pero es más una reacción que la experiencia en sí."
"treasure","tesoro","DZEC1904",22,"female","action","Un tesoro lo asocio mucho con la mente y los recuerdos (cabeza), por eso la calificación más alta. Con las manos/brazos por la acción de guardar, sostener o desenterrar algo valioso. El torso por la sensación de calidez o emoción al tenerlo cerca. La boca/garganta por poder nombrarlo o gritar de emoción, y pies/piernas casi no, a menos que pienses en caminar hacia él o pisar donde está escondido."
"song","cancion","DZEC1904",22,"female","action","Una canción se experimenta mucho con la boca y garganta al cantarla o tararearla, y con la cabeza al escucharla, recordarla o sentirla. Las manos y brazos pueden marcar el ritmo o tocar un instrumento. Los pies pueden seguir el compás, pero es menos central. El torso interviene poco, quizá en la respiración al cantar."
"stone","piedra","DZEC1904",22,"female","action","Principalmente experimento 'piedra' con la mano/brazo al recogerla, lanzarla o examinarla. Con el pie/pierna al patearla o tropezar con una. La cabeza casi no, excepto quizá al imaginarla. La boca/garganta no tiene relación. El torso podría sentir su peso si la cargo o la presión si me recuesto en una."
"mask","mascara","DZEC1904",22,"female","action","Una máscara se experimenta principalmente con las manos al manipularla, colocarla o ajustarla, y con la cabeza al llevarla puesta, donde hace contacto directo con la cara. La boca/garganta solo se considera si la máscara cubre esa zona y afecta la respiración o el habla, pero no es la acción principal. No se relaciona con acciones de pies/piernas ni torso."
"gold","oro","DZEC1904",22,"female","action","El oro lo experimento principalmente con las manos y brazos al manipular joyas o monedas, y con la boca al pensar en su sabor metálico o morderlo para probar su autenticidad (aunque no sea común). La cabeza está involucrada al admirarlo visualmente o pensar en su valor. El torso podría relacionarse con llevarlo como collar cerca del pecho, pero es menos directo. Los pies y piernas no tienen una conexión clara con el oro en mi experiencia cotidiana."
"engine","motor","DZEC1904",22,"female","action","Para mí, 'motor' se experimenta sobre todo con las manos y brazos, porque pienso en manipular herramientas, armar cosas o cambiar piezas. El torso lo asocio con la fuerza y el centro del cuerpo para aplicar potencia. La cabeza con pensar en cómo funciona. Los pies y piernas los relaciono más con moverme hacia donde está el motor, pero no tanto con la acción directa. La boca casi no tiene que ver, a menos que sea para soplar algo o dar instrucciones, pero es muy indirecto."
"abyss","abismo","DZEC1904",22,"female","action","Un abismo lo asocio mucho con la sensación de vértigo y vacío al estar al borde, por eso las piernas y pies (5) sienten la inestabilidad y el impulso de retroceder. La cabeza (4) lo imagina y la boca/garganta (4) se seca o se cierra por el miedo. Las manos/brazos (2) podrían extenderse para buscar equilibrio, pero no es lo principal. El torso (3) siente un hundimiento o un vacío interno."
"fire","fuego","DZEC1904",22,"female","action","El 'fuego' lo experimento mucho con la mano/brazo al cocinar o prender algo, y en la cabeza al imaginarlo o recordar su calor. El torso siente su calor ambiental, el pie/pierna solo si me acerco demasiado, y la boca casi no, a menos que hable de él o sienta algo picante."
"art","arte","EHDO4233",32,"male","perceptual","El arte se experimenta principalmente de forma visual, especialmente en pintura o escultura. También puede evocar sensaciones internas fuertes (emoción, asombro). El tacto es relevante al sentir texturas en una obra o al crearla. El sonido puede estar presente en performances o al tallar. El olfato es muy ocasional (olor a pintura, galería) y el gusto casi no tiene asociación directa."
"power","poder","EHDO4233",32,"male","perceptual","El 'poder' lo visualizo claramente en símbolos como un cetro, una corona o un escritorio grande, de ahí el 5 en vista. Lo siento dentro del cuerpo como una tensión o firmeza en el pecho y postura (interocepción 4). Suena como órdenes firmes o discursos contundentes (audición 3) y se toca como un apretón de mano fuerte o un objeto pesado y valioso (tacto 3). No tiene un sabor u olor definido, aunque quizás se asocie vagamente con el humo de un puro o el café amargo de una negociación tensa (olfato y gusto 1)."
"emptiness","vacio","EHDO4233",32,"male","perceptual","El vacío se siente sobre todo como una sensación interna de falta o soledad, muy fuerte en el pecho o estómago. Visualmente lo asocio con espacios desiertos o habitaciones sin muebles. Se puede tocar al agarrar un recipiente vacío. No tiene sabor ni olor, y el sonido sería un eco leve en un espacio desocupado."
"journey","viaje","EHDO4233",32,"male","perceptual","Un viaje se experimenta sobre todo visualmente (paisajes, caminos) y auditivamente (sonidos del transporte, música, idiomas). Las sensaciones corporales son fuertes (movimiento, cansancio, emoción). El tacto está presente al manejar el volante o cargar maletas. Olfato y gusto son menos directos, pero asociados a comidas o aromas de nuevos lugares."
"ocean","oceano","EHDO4233",32,"male","perceptual","El océano evoca fuertemente el sonido de las olas y la vista infinita del agua. Se siente el contacto del agua y la brisa salada, y hay un olor característico a mar. El gusto es salado si entra agua, y genera una sensación interna de calma o inmensidad."
"war","guerra","EHDO4233",32,"male","perceptual","La guerra se experimenta intensamente en lo auditivo (explosiones, disparos) y visual (destrucción, imágenes de conflicto). El tacto y lo interoceptivo son altos por la sensación física de impacto, vibraciones y la angustia visceral o miedo en el cuerpo. El olfato está presente por el humo, pólvora y escombros. El gusto es menos directo, pero se asocia a veces con el sabor a polvo o sangre en la boca."
"freshness","frescura","EHDO4233",32,"male","perceptual","La frescura la asocio mucho con el tacto, como el contacto con una superficie fría o una brisa. Visualmente la vinculo con colores claros, vegetación y agua. El olfato la capta en aromas limpios como a tierra mojada o a hierba. El gusto la percibo en sabores ácidos o mentolados. En lo auditivo es muy débil, quizá con el sonido del viento. Interoceptivamente, la siento como una sensación de alivio o liviandad en el cuerpo, como al beber algo frío en un día caluroso."
"sponge","esponja","EHDO4233",32,"male","perceptual","Una esponja se experimenta principalmente por la vista (su forma y color) y el tacto (su textura húmeda, suave o áspera). Puede tener un olor leve a húmedo o a limpio si tiene jabón. No tiene sabor, pero a veces se asocia con la sensación de tenerla en la mano o usarla para lavar. El sonido es bajo, como un chasquido al exprimirla o al golpear una superficie."
"death","muerte","EHDO4233",32,"male","perceptual","La muerte se visualiza fuertemente (flores, velas, ataúd) y se siente internamente como un vacío o pesadez. El olfato y tacto se asocian a lo frío o a flores marchitas, el sonido es lejano (llanto o silencio) y el gusto es casi inexistente, salvo por una sensación amarga metálica."
"bright","brillante","EHDO4233",32,"male","perceptual","La palabra 'brillante' se asocia principalmente con la vista, como un objeto que refleja mucha luz. Puede tener una leve conexión táctil si se piensa en una superficie pulida o lisa, y quizás auditiva si se relaciona con un sonido metálico o claro. No tiene una relación directa con el olfato, gusto o sensaciones internas en mi experiencia cotidiana."
"flower","flor","EHDO4233",32,"male","perceptual","La 'flor' se asocia inmediatamente con su imagen colorida y forma (vista) y con su aroma característico (olfato). Es común tocarla para sentir sus pétalos, pero no produce sonido relevante ni se come típicamente, aunque algunas flores son comestibles. La sensación interna es leve, ligada a la calma o alegría que puede provocar."
"miracle","milagro","EHDO4233",32,"male","perceptual","Un milagro lo asocio primero con una imagen poderosa, como un rayo de luz o una aparición, de ahí lo visual alto. Genera una sensación interna de asombro o escalofrío. No tiene sabor u olor específico, pero puede vincularse al tacto de una mano sanadora o al sonido de un susurro o canto religioso."
"treasure","tesoro","EHDO4233",32,"male","perceptual","Un tesoro lo asocio inmediatamente con la vista: cofres, monedas de oro y joyas brillantes. El tacto es importante por la textura fría y pesada de las monedas o la madera áspera de un cofre. La interocepción viene de la emoción de excitación o codicia al encontrarlo. El olor a polvo, madera vieja o metal puede estar presente. El sonido es muy débil (tal vez el crujido de la tapa) y el gusto no aplica."
"song","cancion","EHDO4233",32,"male","perceptual","Una canción se experimenta principalmente por el oído, de ahí el 5 en auditivo. Puede generar sensaciones corporales como emoción o escalofríos (interoceptivo). A veces la asociamos con recuerdos visuales o la vemos escrita, pero es secundario. No tiene una cualidad táctil, olfativa o gustativa directa, aunque una canción muy 'pegajosa' podría sentirse como una vibración sutil."
"stone","piedra","EHDO4233",32,"male","perceptual","Una piedra es un objeto que se identifica principalmente por su forma, color y textura visual (como las piedras volcánicas o de río), y por lo áspero, frío o pesado que se siente al tocarla o cargarla. El sonido es secundario (al chocar o arrastrarse). No tiene olor o sabor relevante, y la sensación interna es mínima, quizá de peso o fatiga si se lleva mucho tiempo."
"mask","mascara","EHDO4233",32,"male","perceptual","La 'máscara' se experimenta principalmente de forma visual por su diseño y apariencia, y de forma háptica por la sensación de tenerla puesta en la cara. Puede tener un olor característico a plástico, tela o goma. En ciertos contextos, como en fiestas o obras, puede asociarse a sonidos amortiguados. No tiene sabor y la sensación corporal es leve, quizá de calor o ajuste en la piel."
"gold","oro","EHDO4233",32,"male","perceptual","El oro se experimenta principalmente por la vista, por su brillo y color característico. El tacto aporta la sensación de peso y frialdad del metal. La interocepción refleja la sensación de valor o riqueza que se asocia culturalmente con él. El sonido es muy tenue, solo al golpearlo o manipularlo. No tiene sabor ni olor distintivo."
"engine","motor","EHDO4233",32,"male","perceptual","La palabra 'motor' la asocio inmediatamente con la vista de un motor de coche o máquina, el sonido característico al encenderlo o acelerar, y la vibración que se siente al tocarlo o estar cerca. El olor a gasolina o aceite caliente también está presente, pero es secundario. No tiene sabor y la sensación interna es más de vibración o fuerza mecánica, no orgánica."
"abyss","abismo","EHDO4233",32,"male","perceptual","Lo visual es dominante porque inmediatamente imagino un precipicio profundo y oscuro. La sensación interoceptiva es fuerte, como un vacío o vértigo en el estómago. Lo auditivo es bajo, quizás un viento lejano o eco. El tacto y olfato son muy tenues (frío, humedad). El gusto no tiene asociación."
"fire","fuego","EHDO4233",32,"male","perceptual","El fuego se experimenta principalmente de forma visual (llamas, luz) y auditiva (crepitación), con un olor característico a humo o leña quemada. Se siente el calor en el cuerpo (interocepción) y, de cerca, en la piel (tacto), pero no tiene un sabor asociado directamente."
"art","arte","EHDO4233",32,"male","action","El 'arte' se experimenta principalmente con la cabeza (pensar, imaginar, contemplar) y con las manos/brazos (crear, pintar, esculpir). La boca/garganta participa al hablar de arte o cantar, y el torso puede sentir una emoción intensa ante una obra. Los pies/piernas tienen una relación más indirecta, como al visitar un museo."
"power","poder","EHDO4233",32,"male","action","El 'poder' lo asocio mucho con la acción de la mano/brazo (agarrar, construir, controlar). El pie/pierna también (avanzar, pisotear, mantenerse firme). La boca/garganta tiene poder al hablar o imponerse. La cabeza es el poder de decisión y pensamiento. El torso lo siento más como soporte, menos activo en la acción de ejercer poder directamente."
"emptiness","vacio","EHDO4233",32,"male","action","El 'vacío' lo asocio más con una sensación profunda en el torso, como en el pecho o estómago, cuando hay tristeza o ausencia. En la cabeza se experimenta como un pensamiento de soledad o falta. La boca/garganta puede sentirse seca o con un nudo leve en momentos emocionales. Las manos/brazos pueden sentir falta de algo que sostener o hacer. Los pies/piernas no los relaciono directamente con esta experiencia."
"journey","viaje","EHDO4233",32,"male","action","El 'VIAJE' se experimenta mucho con los pies/piernas (5) porque implica caminar, conducir o moverse físicamente. La cabeza (4) está muy involucrada en la planificación, los recuerdos y la experiencia sensorial del viaje. El torso (3) participa en el equilibrio y la postura durante el desplazamiento. La mano/brazo (3) ayuda con acciones como cargar maletas o manejar el volante. La boca/garganta (2) tiene una relación menor, aunque se asocia con hablar del viaje o saborear comidas nuevas durante el trayecto."
"ocean","oceano","EHDO4233",32,"male","action","El océano lo experimento principalmente con los pies/piernas al caminar por la playa, meterme al agua o nadar. Con la cabeza, al sentir el viento, el olor a sal y ver el horizonte inmenso. Con el torso, al sentir la inmersión en el agua o el sol en la piel. Con la mano/brazo, solo al tocar el agua o recoger una concha. Con la boca/garganta, casi nada, excepto quizá al tragar un poco de agua accidentalmente o probar la sal."
"war","guerra","EHDO4233",32,"male","action","La 'guerra' se experimenta mucho con la cabeza por el pensamiento estratégico, el miedo y los recuerdos. El torso refleja la tensión y el impacto emocional. La mano/brazo está asociada a la acción de combatir o manejar armas. La boca/garganta por gritar órdenes o de dolor, pero es menos central. El pie/pierna tiene que ver con marchar o huir, pero es más contextual."
"freshness","frescura","EHDO4233",32,"male","action","La 'frescura' se experimenta más con la boca/garganta al beber algo frío o comer una fría sandía, y con la mano/brazo al tocar una superficie fría o el agua fresca. La cabeza la asocio con la sensación de aire fresco en el rostro o una mente despejada. El torso puede sentirla con una brisa o una bebida fría bajando, pero es menos directo. Los pies/piernas la perciben menos, quizá al caminar descalzo sobre piso fresco."
"sponge","esponja","EHDO4233",32,"male","action","La experiencia principal con una esponja es manipularla con las manos para limpiar o aplicar algo; la cabeza podría estar involucrada si se piensa en su uso o se observa, pero es secundario. Otras partes del cuerpo no tienen una relación directa con la acción típica de usar una esponja."
"death","muerte","EHDO4233",32,"male","action","La 'muerte' la experimento más con el torso, como un vacío o un golpe en el pecho (5). Con la cabeza, la asocio a pensamientos y recuerdos persistentes (4). Con la mano/brazo, a la acción de tocar o despedirse (3). Con la boca/garganta, a la dificultad para hablar o un nudo (2). Con el pie/pierna, casi no la asocio, quizá a la inmovilidad o no poder huir (1)."
"bright","brillante","EHDO4233",32,"male","action","Califico así porque 'brillante' lo asocio principalmente con la inteligencia o una idea súbita, que se experimenta en la cabeza. También se puede sentir al manipular o pulir un objeto con las manos para darle brillo. La boca/garganta tiene un poco por la expresión de admiración '¡brillante!'. El torso y pies/piernas no tienen una conexión directa con el concepto en mi experiencia."
